ff8083f4e6f7e2dd36cbe9a3a68d74f9,f,t,t.1,t.2,f.1,t.3,f.2,f.3,60.0,2.0,3.0
1ade7f5606293b95879e234b11b8f37f,f,f,t,t,f,f,t,f,50.0,0.0,2.0
1ad132a9d562f34ffce5ae7b565570e2,f,f,t,f,t,t,t,f,66.0,0.0,4.0
1ac575cea88c72043a37517f35cdb284,f,,f,,f,,,,,,
1a1d027a75413a2526b8c12843c066a4,f,f,t,f,f,t,t,f,,0.0,3.0
1a0623f38e506357707f76e80cf0b8b2,f,,f,,f,,,,,,
19f70b0cf28707ec094d8151d96a6876,f,,f,,f,,,,,,
19cf24b60e25e1e679004ea2c02f3a75,f,t,t,t,f,f,t,f,0.0,2.0,1.0
193f3f8b5bec50e97a0a019948236f56,f,f,t,t,t,t,f,f,62.0,0.0,5.0
192a1ac9b19197dc40d9fd46d82eb6dd,f,f,t,t,f,t,t,f,44.0,0.0,8.0
18eeb1fa8ea19e2350ff701378f158b5,f,,f,,f,,,,,,
189fc6627bc16ea7867a2b2252df68fa,f,f,t,f,f,f,t,f,50.0,0.0,2.0
1899fddffd001ff887a24641a405a982,f,f,t,t,t,f,t,f,100.0,0.0,1.0
1887914693a90cec3946cee6be620a66,f,f,t,f,f,f,t,f,0.0,0.0,1.0
187c7f29ea4995de9b060fd400ad3a00,f,,f,,f,,,,,,
18548f6cf19629ea1197de911a2b2778,f,f,f,f,f,f,f,f,,0.0,1.0
1807f499f33c15d6c9197d16bc3297d3,f,f,t,f,f,f,t,f,0.0,0.0,1.0
17fc23bf99b2d9efe2f5bfa595a6fdf3,f,f,t,t,f,t,t,f,33.0,0.0,3.0
17dfe62e3d9ea198c86aa8b3304ef2d1,f,t,t,t,f,f,t,f,50.0,2.0,2.0
17bfd70b7d89151c3436339132b63014,t,t,t,t,t,t,t,f,100.0,2.0,4.0
175d5d61a376b048663229f2959dedbf,f,f,t,t,t,t,t,f,100.0,0.0,4.0
16fb67e38fba73c6094113b0e638e5df,f,t,t,t,f,f,f,f,22.0,6.0,0.0
16da1a1f751b66d38bab5034d01b40e1,f,f,t,t,t,t,f,f,82.0,0.0,42.0
168a2197ee5138879c3d121ac4ffcaa0,f,f,t,t,f,f,f,f,,0.0,1.0
168067689fd2ae76a8dc7b4833b68f4a,f,t,t,t,f,t,t,f,40.0,2.0,10.0
15de2d3505fa0d5e9ee2a8852c23a000,f,t,t,t,f,t,f,f,33.0,2.0,3.0
15382af0667002ea05ded767422beb49,f,f,t,t,t,f,f,f,100.0,0.0,1.0
14e5a131d86e25440e0da3733e569cdd,f,f,t,t,f,f,t,f,,0.0,1.0
14aff49e41e1207bb4657b108464bf78,f,f,t,t,f,t,t,f,42.0,0.0,7.0
1498f05ac8e3b7003a5efa12f061b578,f,f,t,f,f,f,t,f,0.0,0.0,1.0
144e923aacfc7e24537eab4314c3e786,f,,f,,f,,,,,,
1445795b8cce06be69ee2d878bce9db2,t,t,t,t,t,t,t,f,66.0,4.0,15.0
143b5186f8f2b9cc853631f2bb117712,f,f,t,t,f,t,t,f,33.0,0.0,4.0
13fccad273dd0f39e19d586502527943,f,f,t,t,t,t,t,f,71.0,0.0,6.0
13c1b17374b76bab7a529ad81e576ee0,f,f,t,t,t,t,t,f,66.0,0.0,16.0
12efc764231c7c5afc145ba7dd3789c8,f,f,t,f,f,t,t,f,0.0,0.0,3.0
1298efc7e7170e0c0cf8639f4ae890a9,f,t,f,t,f,f,f,f,33.0,2.0,2.0
12344d4d4b1686a096d47bfebce80d78,f,f,f,t,t,f,f,f,100.0,0.0,2.0
11f27e550b1046b0d0e5d02b9ca27f08,f,f,t,f,f,f,t,f,0.0,0.0,1.0
117cb4e880f8883e4e517c53ffbd1ef5,f,t,t,t,f,t,f,f,55.0,3.0,7.0
112e365483b6f729341e92de20f4549f,f,f,f,f,t,f,f,f,100.0,0.0,1.0
10e7790c6606fee5d65093550d39a0fe,f,t,t,t,f,f,t,f,57.0,5.0,2.0
10ce944c26a3e6234f662c6d41887254,f,f,t,f,f,t,t,f,30.0,0.0,15.0
10c05a9210bd9a2f15b9bd2dab9d40ad,f,,f,,f,,,,,,
10a316794f613fcc0b22986528a6c215,f,f,t,t,t,t,t,f,66.0,0.0,6.0
1082fd3fdfc2b2c3a8b8804792247ed5,f,f,t,t,t,t,f,f,66.0,0.0,4.0
10819dc9fc28cf5fcb8be815e5bd2152,f,f,t,t,f,t,f,f,0.0,0.0,3.0
10818abfaf7d2755fcc636d9da660a08,f,,f,,f,,,,,,
10562e0251d91b7497847763e7dd016f,f,,f,,f,,,,,,
104c6ca016a9721d11039035e5d8aa61,f,f,t,t,t,t,t,f,66.0,0.0,8.0
1011132790b8247e95c17e95d5e8b33b,f,f,t,f,f,f,t,f,0.0,0.0,1.0
100cd9be2cb00923b910bf61f5d0da49,f,f,f,t,t,f,f,f,66.0,0.0,2.0
0ff5dec32bf793243a8b0b2c023a81f0,f,f,t,t,t,t,t,f,100.0,0.0,3.0
0f5acddf1dbd5ec446c38eecb33492ac,f,f,t,t,f,t,t,f,0.0,0.0,4.0
0f0f202d3bc7f26af5bedb502ae0b32c,f,f,t,t,f,f,t,f,,0.0,2.0
0ee89c8dcb7816c33d8f320c1c603bc3,f,f,f,f,f,f,f,f,0.0,0.0,1.0
0ee1eb841864217ca25d1d0ca93d9085,f,f,t,f,f,t,t,f,33.0,0.0,3.0
0ed22cd648d3b9f5ef05c9a5c85cbb3c,f,t,t,t,f,t,f,f,50.0,3.0,4.0
0ed037334cc294f86edb647049fef91c,f,f,t,t,f,f,t,f,,0.0,2.0
0e82fca02c3e2041f8d37356e675cae5,f,t,t,t,f,t,f,f,60.0,4.0,5.0
0dba74726066877315666c007d940d59,f,f,t,f,f,f,t,f,0.0,0.0,1.0
0d9abc38e65949df11659edc6a5e4b4a,f,t,t,t,f,f,t,f,33.0,2.0,1.0
0d80feb0bd3e98d8cbfc9c00eae4f426,f,f,t,t,t,t,f,t,65.0,0.0,8.0
0d124bd37786d07065fd48904c93c4c8,t,t,t,t,t,t,t,f,80.0,3.0,21.0
0ce56724b4659c5ae48e0ddd804c0366,f,t,t,t,f,t,t,f,45.0,6.0,3.0
0c3f97f3acd20d16b2f69c7b7d04e764,f,f,t,t,t,t,t,f,75.0,0.0,5.0
0c243cf82ad4fcc73c43579541e5a3ac,f,t,t,t,f,t,f,f,41.0,1.0,48.0
0bc532e9dd5a1654a0b555a5147cec15,f,t,t,t,f,t,t,f,55.0,4.0,6.0
0b34bfac8429a1902b72c9271cbadd5a,f,f,t,t,f,f,t,f,0.0,0.0,2.0
0b2f7e274eb6ba050323e8bbc979245a,t,t,t,t,t,f,t,f,100.0,1.0,1.0
0b03d78c66d2e1b2d77da0d7f1b21789,f,f,f,f,t,f,f,f,100.0,0.0,1.0
0ae6f68db7f72263b58bba6ab03e110f,f,,f,,f,,,,,,
0ae49e99bc803ef7673240a0e7c1883f,f,f,t,t,t,t,t,f,100.0,0.0,5.0
0ab3c0dada921b07209e648d9675472b,f,f,t,f,f,f,t,f,0.0,0.0,1.0
0a95fe5ccee68e06613dbf53944efb90,f,f,t,t,t,t,t,f,100.0,0.0,3.0
0a851a4887826dede3a300779d684af8,f,f,t,t,f,t,t,f,50.0,0.0,3.0
0a3f5a6a313ccf77e2a74a0cdf67f297,f,f,t,t,f,f,f,f,0.0,0.0,2.0
0a2e6a4db30fbdb855854925124ed3bd,f,f,t,t,f,t,t,f,33.0,0.0,3.0
0a04b51e9b7c4b7e060d0b484e045410,f,,f,,f,,,,,,
09aa5f83b6c47b84d54c06ac66da82e3,f,f,t,f,t,f,t,f,100.0,0.0,1.0
095e800b7ed9d68ef09c0071ec2bf7ac,f,f,t,t,t,t,t,f,100.0,0.0,7.0
09578a16d1ac62303c3efeadb5c1d18c,f,f,f,f,f,f,f,f,0.0,0.0,1.0
091df69658609344822f361886c2d0f5,f,f,t,t,t,t,t,f,100.0,0.0,4.0
08fa996faccba759902f4da2ed7b8047,f,f,t,t,f,f,t,f,50.0,0.0,2.0
08a0dcc250b11d8171890e6ac57720eb,f,,f,,f,,,,,,
0873fbe17c5567080e9383a41620253c,f,,f,,f,,,,,,
0856463a8792a9540b3bf8a60a0720bc,f,f,t,t,f,f,f,f,0.0,0.0,2.0
085316dd3e844cbacc8606a68a5d2584,f,f,t,t,f,f,t,f,0.0,0.0,2.0
083480e11031232900d956e22697b785,f,f,t,t,t,t,t,f,66.0,0.0,3.0
07ff15922f4ac58817b568a5db367238,f,f,t,t,t,f,t,f,100.0,0.0,1.0
07a13463d8052a1b7217338bd9a3ce50,f,t,t,t,f,f,t,f,33.0,2.0,1.0
074e4d23b53961c22a7de65ebda93783,f,f,t,t,f,t,t,f,33.0,0.0,3.0
0726912dfcf2272b4e37917610c348ce,f,t,t,t,f,t,f,f,31.0,1.0,25.0
06ced5c4d9c257678cb850c38617a5c7,f,f,t,t,t,t,t,f,65.0,0.0,43.0
06b8e0877ec0a780809331b6b89d28c2,f,f,t,t,f,f,t,f,,0.0,1.0
06ad3552edec4de29657a1db84d80f5f,f,f,t,f,f,t,t,f,25.0,0.0,3.0
0654c318fc686996dc2f02dfffa008fc,f,f,t,f,f,t,t,f,,0.0,4.0
061b0ad26d2d3b15b41b401516c02a42,f,f,t,t,f,f,t,f,50.0,0.0,2.0
05e4eb1c122c3d8fef9281b64ca05c69,f,f,t,t,t,f,t,t,100.0,0.0,1.0
05d1e9c8a5188dda27925f2ce5b8bc19,f,,f,,f,,,,,,
05bb67f58c5b0ca019bd3ea27c8ac5c4,f,f,f,f,t,f,f,f,100.0,0.0,1.0
05aebfdcea9aee40bc1676d9f89ac504,f,f,f,f,f,f,f,f,50.0,0.0,2.0
05ac123d4a34f63364333a38e1411154,f,f,t,t,f,f,t,f,,0.0,1.0
057fd0471c9f07c2b8a8ae4483c14fcf,f,f,t,t,f,t,f,f,40.0,0.0,4.0
0545f9be0a31286fbed96117beaa2ce1,f,f,t,f,f,f,t,f,0.0,0.0,1.0
04f16fac56bc5f7a64e6929a78e69d53,f,f,t,f,f,f,t,f,0.0,0.0,2.0
04c2f4dcbed5d29870c6eb8aa9e4c87b,f,f,t,t,f,t,t,t,33.0,0.0,3.0
044fe64e96def59d355efebf2dcdbcec,f,f,t,t,f,t,t,f,,0.0,8.0
035794b72e56a5331f363b21491aba8c,f,t,f,t,f,t,t,f,42.0,3.0,4.0
0354d4c7f465f4176648025e17f35e65,f,f,t,t,f,f,t,f,50.0,0.0,2.0
02fe1da933a5b520f9b3a62dee6d9a62,t,t,t,t,t,t,t,f,75.0,1.0,3.0
02f34aa08b1834496d4f480ee0b3d1a7,f,t,t,t,f,f,f,f,50.0,2.0,0.0
02d752a0049d036b6fa4033a45dedc16,t,t,t,t,t,t,f,f,85.0,1.0,8.0
02c4949c68e12905dd101ead162b4f4e,f,t,t,t,f,t,t,f,54.0,8.0,8.0
02bc26c3514f03a7418ccc8d47a76823,f,f,f,f,t,f,f,f,100.0,0.0,2.0
0282a6a28e48c6289a73e8463792f8f1,f,f,t,t,f,t,t,f,50.0,0.0,3.0
026b2cca6ded4536bce6bae044c4c466,f,f,t,f,f,f,t,f,0.0,0.0,1.0
0258de3a88f2b5aa191c0def2a2f5b51,f,f,t,f,f,f,t,f,0.0,0.0,1.0
022ee157e0163f027540212993da295b,f,f,t,t,t,t,t,f,100.0,0.0,4.0
01e7e18eee66505e44e8b903c4e28e6e,f,f,t,t,f,t,t,f,44.0,0.0,4.0
0184d0a150f7464123fdbef8431b4254,f,,f,,f,,,,,,
0111f42779dce3bd364bd7767b94361f,f,t,t,t,f,t,f,f,47.0,9.0,4.0
00da10ff87220de90f4c9208ff5c1aaf,f,f,t,t,f,f,t,f,,0.0,2.0
00bbea3f5baf0729341371619fe8f5c6,f,f,t,t,f,f,t,f,50.0,0.0,2.0
00001ccc0e81598c4bd86bacb94d7acb,f,f,t,t,f,t,t,f,33.0,0.0,3.0
